1,829
2,780
3,575
4,514
5,416
6,410
7,408
8,375
9,253
10,251
11,230
12,203
13,198
14,161
15,154
16,147
17,137
18,133
19,132
20,125
21,115
22,110
23,109
24,108
25,100
26,98
27,94
28,85
29,82
30,79
31,79
32,73
33,73
34,71
35,69
36,67
37,67
38,66
39,61
40,59
41,57
42,53
43,50
44,50
45,47
46,46
47,42
48,42
49,42
50,41
51,36
52,36
53,34
54,34
55,33
56,31
57,31
58,31
59,30
60,29
61,29
62,29
63,29
64,28
65,28
66,28
67,27
68,27
69,27
70,27
71,27
72,26
73,26
74,26
75,26
76,25
77,25
78,25
79,25
80,24
81,24
82,24
83,24
84,24
85,24
86,24
87,24
88,24
89,23
90,23
91,23
92,23
93,23
94,22
95,22
96,22
97,22
98,22
99,21
100,21
101,21
102,21
103,21
104,20
105,20
106,20
107,20
108,20
109,20
110,19
111,19
112,18
113,18
114,18
115,18
116,18
117,18
118,18
119,18
120,18
121,17
122,17
123,17
124,17
125,17
126,17
127,17
128,17
129,17
130,16
131,16
132,16
133,16
134,16
135,16
136,16
137,15
138,15
139,15
140,15
141,15
142,15
143,15
144,15
145,14
146,14
147,14
148,14
149,14
150,14
151,14
152,14
153,14
154,14
155,14
156,14
157,14
158,14
159,14
160,14
161,13
162,13
163,13
164,13
165,13
166,13
167,13
168,13
169,12
170,12
171,12
172,12
173,12
174,12
175,12
176,12
177,12
178,12
179,12
180,12
181,12
182,12
183,11
184,11
185,11
186,11
187,11
188,11
189,11
190,11
191,11
192,11
193,11
194,11
195,11
196,11
197,11
198,11
199,11
200,11
201,11
202,11
203,11
204,11
205,11
206,10
207,10
208,10
209,10
210,10
211,10
212,10
213,10
214,10
215,10
216,10
217,10
218,10
219,10
220,10
221,10
222,10
223,10
224,9
225,9
226,9
227,9
228,9
229,9
230,9
231,9
232,9
233,9
234,9
235,9
236,9
237,9
238,9
239,9
240,9
241,9
242,9
243,9
244,9
245,9
246,8
247,8
248,8
249,8
250,8
251,8
